df_FS1_10HZ_ML,df_PS2_100HZ_ML,df_profile_ML,time,sin_time,cos_time
0.0,0.0,100,5.9,-0.5358267949789968,-0.844327925502015
0.0,0.0,100,6.0,-0.587785252292473,-0.8090169943749475
0.0,0.0,100,6.1,-0.6374239897486893,-0.7705132427757896
0.003,0.0,100,6.2,-0.6845471059286887,-0.7289686274214116
0.001,0.0,100,6.3,-0.7289686274214113,-0.684547105928689
0.001,0.0,100,6.4,-0.7705132427757894,-0.6374239897486895
0.001,0.0,100,6.5,-0.8090169943749473,-0.5877852522924732
0.001,0.0,100,6.6,-0.8443279255020147,-0.5358267949789971
0.003,0.0,100,6.7,-0.8763066800438636,-0.48175367410171527
0.001,0.0,100,6.8,-0.9048270524660194,-0.42577929156507294
0.0,0.0,100,6.9,-0.9297764858882515,-0.3681245526846778
0.0,0.0,100,7.0,-0.9510565162951535,-0.30901699437494756
0.001,0.0,100,7.1,-0.968583161128631,-0.2486898871648553
0.0,0.0,100,7.2,-0.9822872507286887,-0.18738131458572463
0.001,0.0,100,7.3,-0.9921147013144778,-0.1253332335643046
0.0,0.0,100,7.4,-0.9980267284282716,-0.06279051952931321
0.0,0.0,100,7.5,-1.0,-1.8369701987210297e-16
0.0,0.0,100,7.6,-0.9980267284282716,0.06279051952931283
0.003,0.0,100,7.7,-0.9921147013144779,0.12533323356430423
0.0,0.0,100,7.8,-0.9822872507286887,0.18738131458572427
0.0,0.0,100,7.9,-0.9685831611286311,0.24868988716485493
0.001,0.0,100,8.0,-0.9510565162951536,0.30901699437494723
0.0,0.0,100,8.1,-0.9297764858882516,0.3681245526846774
0.001,0.0,100,8.2,-0.9048270524660199,0.4257792915650718
0.004,0.0,100,8.3,-0.8763066800438634,0.4817536741017157
0.001,0.0,100,8.4,-0.844327925502015,0.5358267949789968
0.001,0.0,100,8.5,-0.8090169943749476,0.5877852522924729
0.003,0.0,100,8.6,-0.7705132427757896,0.6374239897486893
0.007,0.0,100,8.7,-0.7289686274214121,0.684547105928688
0.0,0.0,100,8.8,-0.6845471059286883,0.7289686274214119
0.0,0.0,100,8.9,-0.6374239897486896,0.7705132427757894
0.001,0.0,100,9.0,-0.5877852522924734,0.8090169943749473
0.0,0.0,100,9.1,-0.5358267949789971,0.8443279255020147
0.0,0.0,100,9.2,-0.4817536741017161,0.8763066800438631
0.005,0.0,100,9.3,-0.4257792915650722,0.9048270524660197
14.888,146.67,100,9.4,-0.36812455268467786,0.9297764858882515
18.71,137.59,100,9.5,-0.3090169943749477,0.9510565162951535
16.369,132.44,100,9.6,-0.24868988716485535,0.968583161128631
14.239,129.26,100,9.7,-0.18738131458572557,0.9822872507286885
12.652,126.83,100,9.8,-0.1253332335643038,0.9921147013144779
11.403,124.79,100,9.9,-0.06279051952931326,0.9980267284282716
10.474,123.73,100,10.0,-2.4492935982947064e-16,1.0
9.814,122.82,100,10.1,0.06279051952931278,0.9980267284282716
9.327,122.09,100,10.2,0.1253332335643033,0.992114701314478
8.961,121.5,100,10.3,0.18738131458572507,0.9822872507286886
8.863,121.14,100,10.4,0.24868988716485488,0.9685831611286311
8.406,120.8,100,10.5,0.3090169943749472,0.9510565162951536
8.387,120.59,100,10.6,0.36812455268467736,0.9297764858882517
8.198,120.41,100,10.7,0.42577929156507177,0.9048270524660199
8.209,120.4,100,10.8,0.48175367410171566,0.8763066800438634
8.114,120.16,100,10.9,0.5358267949789967,0.8443279255020151
7.901,120.17,100,11.0,0.5877852522924729,0.8090169943749476
8.034,120.13,100,11.1,0.6374239897486892,0.7705132427757896
7.994,120.16,100,11.2,0.684547105928688,0.7289686274214122
7.848,120.45,100,11.3,0.7289686274214119,0.6845471059286884
8.066,120.09,100,11.4,0.7705132427757893,0.6374239897486896
8.017,120.09,100,11.5,0.8090169943749472,0.5877852522924734
7.99,120.27,100,11.6,0.8443279255020147,0.5358267949789971
7.975,120.09,100,11.7,0.8763066800438631,0.48175367410171616
7.871,120.0,100,11.8,0.9048270524660197,0.42577929156507227
8.082,120.0,100,11.9,0.9297764858882515,0.3681245526846779
7.964,120.04,100,12.0,0.9510565162951535,0.30901699437494773
7.82,120.22,100,12.1,0.968583161128631,0.2486898871648554
8.07,120.12,100,12.2,0.9822872507286885,0.18738131458572563
7.932,120.23,100,12.3,0.9921147013144779,0.12533323356430384
7.911,120.23,100,12.4,0.9980267284282716,0.06279051952931332
7.946,120.02,100,12.5,1.0,3.061616997868383e-16
7.894,120.23,100,12.6,0.9980267284282716,-0.06279051952931271
8.029,120.38,100,12.7,0.992114701314478,-0.12533323356430323
7.906,119.99,100,12.8,0.9822872507286886,-0.18738131458572502
7.836,119.98,100,12.9,0.9685831611286311,-0.24868988716485482
8.119,120.06,100,13.0,0.9510565162951536,-0.3090169943749471
7.938,120.14,100,13.1,0.9297764858882517,-0.3681245526846773
7.784,120.2,100,13.2,0.90482705246602,-0.4257792915650717
8.068,119.97,100,13.3,0.8763066800438634,-0.4817536741017156
7.907,120.08,100,13.4,0.8443279255020151,-0.5358267949789967
7.82,120.31,100,13.5,0.8090169943749476,-0.5877852522924729
7.953,119.89,100,13.6,0.7705132427757897,-0.6374239897486892
7.81,120.05,100,13.7,0.7289686274214122,-0.684547105928688
8.034,120.27,100,13.8,0.6845471059286884,-0.7289686274214118
7.879,120.19,100,13.9,0.6374239897486897,-0.7705132427757893
7.813,120.17,100,14.0,0.5877852522924734,-0.8090169943749472
8.102,120.07,100,14.1,0.5358267949789972,-0.8443279255020147
8.008,120.12,100,14.2,0.4817536741017162,-0.8763066800438631
7.804,120.27,100,14.3,0.4257792915650723,-0.9048270524660197
8.026,119.98,100,14.4,0.368124552684678,-0.9297764858882515
7.917,120.13,100,14.5,0.3090169943749478,-0.9510565162951534
7.911,120.12,100,14.6,0.2486898871648555,-0.968583161128631
7.934,120.05,100,14.7,0.18738131458572568,-0.9822872507286885
7.801,120.12,100,14.8,0.1253332335643039,-0.9921147013144779
8.041,120.16,100,14.9,0.06279051952931339,-0.9980267284282716
7.814,120.07,100,15.0,3.6739403974420594e-16,-1.0
7.779,120.14,100,15.1,-0.06279051952931265,-0.9980267284282716
8.086,120.15,100,15.2,-0.12533323356430318,-0.992114701314478
7.939,120.12,100,15.3,-0.18738131458572496,-0.9822872507286886
7.838,120.07,100,15.4,-0.24868988716485477,-0.9685831611286311
7.948,119.97,100,15.5,-0.30901699437494706,-0.9510565162951536
7.878,120.18,100,15.6,-0.36812455268467725,-0.9297764858882517
7.959,120.26,100,15.7,-0.42577929156507166,-0.90482705246602
7.913,119.96,100,15.8,-0.48175367410171555,-0.8763066800438635
7.799,120.14,100,15.9,-0.5358267949789965,-0.8443279255020151
8.065,120.25,100,16.0,-0.5877852522924728,-0.8090169943749477
7.928,120.15,100,16.1,-0.6374239897486905,-0.7705132427757886
7.678,120.09,100,16.2,-0.6845471059286878,-0.7289686274214123
8.041,120.06,100,16.3,-0.7289686274214118,-0.6845471059286884
7.948,120.09,100,16.4,-0.770513242775788,-0.6374239897486911
7.758,120.28,100,16.5,-0.8090169943749472,-0.5877852522924735
7.986,120.17,100,16.6,-0.8443279255020156,-0.5358267949789958
7.896,120.15,100,16.7,-0.876306680043863,-0.48175367410171627
7.988,120.32,100,16.8,-0.9048270524660197,-0.4257792915650724
7.918,120.12,100,16.9,-0.9297764858882507,-0.36812455268467964
7.816,120.08,100,17.0,-0.9510565162951534,-0.30901699437494784
8.079,120.13,100,17.1,-0.9685831611286314,-0.24868988716485382
7.986,120.09,100,17.2,-0.9822872507286885,-0.18738131458572574
7.764,120.23,100,17.3,-0.9921147013144779,-0.12533323356430395
8.019,120.02,100,17.4,-0.9980267284282714,-0.06279051952931522
7.917,120.15,100,17.5,-1.0,-4.286263797015736e-16
7.804,120.23,100,17.6,-0.9980267284282714,0.06279051952931436
7.952,119.84,100,17.7,-0.992114701314478,0.12533323356430312
7.852,120.05,100,17.8,-0.9822872507286886,0.1873813145857249
7.957,120.33,100,17.9,-0.9685831611286316,0.248689887164853
7.833,120.02,100,18.0,-0.9510565162951538,0.309016994374947
7.76,119.91,100,18.1,-0.929776485888251,0.36812455268467886
8.003,120.26,100,18.2,-0.90482705246602,0.4257792915650716
7.947,120.28,100,18.3,-0.8763066800438635,0.4817536741017155
7.772,120.15,100,18.4,-0.8443279255020161,0.535826794978995
8.044,119.97,100,18.5,-0.8090169943749477,0.5877852522924728
7.904,120.14,100,18.6,-0.7705132427757886,0.6374239897486904
7.761,120.26,100,18.7,-0.7289686274214123,0.6845471059286878
8.013,120.0,100,18.8,-0.6845471059286885,0.7289686274214117
7.888,120.0,100,18.9,-0.6374239897486912,0.770513242775788
4.776,120.13,100,19.0,-0.5877852522924735,0.8090169943749471
1.479,126.02,100,19.1,-0.5358267949789958,0.8443279255020156
4.631,128.13,100,19.2,-0.4817536741017163,0.876306680043863
6.009,129.08,100,19.3,-0.42577929156507244,0.9048270524660196
6.719,129.34,100,19.4,-0.3681245526846797,0.9297764858882507
7.323,130.16,100,19.5,-0.3090169943749479,0.9510565162951534
7.141,130.31,100,19.6,-0.24868988716485388,0.9685831611286314
7.523,130.8,100,19.7,-0.1873813145857258,0.9822872507286885
7.624,130.75,100,19.8,-0.125333233564304,0.9921147013144779
7.698,130.77,100,19.9,-0.06279051952931528,0.9980267284282714
7.616,130.95,100,20.0,-4.898587196589413e-16,1.0
8.019,130.67,100,20.1,0.0627905195293143,0.9980267284282716
7.665,130.92,100,20.2,0.12533323356430304,0.992114701314478
8.113,130.56,100,20.3,0.18738131458572485,0.9822872507286886
7.969,130.51,100,20.4,0.24868988716485294,0.9685831611286316
7.866,130.75,100,20.5,0.30901699437494695,0.9510565162951538
7.888,130.43,100,20.6,0.3681245526846788,0.929776485888251
7.594,130.45,100,20.7,0.42577929156507155,0.90482705246602
8.069,130.51,100,20.8,0.48175367410171543,0.8763066800438635
7.909,130.53,100,20.9,0.535826794978995,0.8443279255020161
7.736,130.63,100,21.0,0.5877852522924727,0.8090169943749478
7.846,130.31,73,21.1,0.6374239897486904,0.7705132427757887
7.696,130.38,73,21.2,0.6845471059286877,0.7289686274214123
7.974,130.78,73,21.3,0.7289686274214117,0.6845471059286885
7.86,130.56,73,21.4,0.770513242775788,0.6374239897486912
7.753,130.49,73,21.5,0.8090169943749471,0.5877852522924736
8.087,130.39,73,21.6,0.8443279255020155,0.5358267949789959
7.756,130.41,73,21.7,0.876306680043863,0.4817536741017164
7.804,130.53,73,21.8,0.9048270524660196,0.4257792915650725
7.885,130.23,73,21.9,0.9297764858882507,0.3681245526846798
7.794,130.31,73,22.0,0.9510565162951534,0.30901699437494795
8.044,130.3,80,22.1,0.9685831611286313,0.24868988716485393
7.907,130.1,80,22.2,0.9822872507286885,0.18738131458572585
7.613,130.55,80,22.3,0.9921147013144779,0.1253332335643041
7.761,130.41,80,22.4,0.9980267284282714,0.06279051952931534
7.85,130.3,80,22.5,1.0,5.51091059616309e-16
7.968,130.54,80,22.6,0.9980267284282716,-0.06279051952931425
7.753,130.35,80,22.7,0.992114701314478,-0.12533323356430298
7.69,130.46,80,22.8,0.9822872507286886,-0.18738131458572477
8.001,130.35,80,22.9,0.9685831611286316,-0.24868988716485288
7.874,130.35,80,23.0,0.9510565162951538,-0.3090169943749469
7.871,130.51,90,23.1,0.9297764858882511,-0.36812455268467875
7.9,130.19,90,23.2,0.9048270524660201,-0.4257792915650715
7.722,130.18,90,23.3,0.8763066800438635,-0.4817536741017154
8.011,130.59,90,23.4,0.8443279255020162,-0.5358267949789949
7.942,130.51,90,23.5,0.8090169943749478,-0.5877852522924727
7.586,130.46,90,23.6,0.7705132427757887,-0.6374239897486904
7.921,130.41,90,23.7,0.7289686274214124,-0.6845471059286877
7.698,130.51,90,23.8,0.6845471059286886,-0.7289686274214117
7.871,130.48,90,23.9,0.6374239897486913,-0.7705132427757879
7.804,130.39,90,24.0,0.5877852522924736,-0.8090169943749471
7.747,130.59,100,24.1,0.5358267949789959,-0.8443279255020155
7.986,130.45,100,24.2,0.48175367410171643,-0.8763066800438629
7.913,130.47,100,24.3,0.42577929156507255,-0.9048270524660196
7.789,130.65,100,24.4,0.36812455268467986,-0.9297764858882507
7.861,130.13,100,24.5,0.309016994374948,-0.9510565162951534
7.772,130.25,100,24.6,0.248689887164854,-0.9685831611286313
8.053,130.66,100,24.7,0.18738131458572593,-0.9822872507286884
7.86,130.39,100,24.8,0.12533323356430415,-0.9921147013144779
7.613,130.35,100,24.9,0.0627905195293154,-0.9980267284282714
7.888,130.46,100,25.0,6.123233995736766e-16,-1.0
7.913,130.34,100,25.1,-0.06279051952931418,-0.9980267284282716
7.861,130.48,73,25.2,-0.12533323356430293,-0.992114701314478
7.908,130.3,73,25.3,-0.1873813145857247,-0.9822872507286886
7.606,130.45,73,25.4,-0.2486898871648528,-0.9685831611286316
8.005,130.52,73,25.5,-0.3090169943749451,-0.9510565162951543
7.868,130.38,73,25.6,-0.3681245526846787,-0.9297764858882511
7.73,130.56,73,25.7,-0.42577929156507305,-0.9048270524660194
7.908,130.38,73,25.8,-0.4817536741017153,-0.8763066800438636
7.741,130.34,73,25.9,-0.5358267949789963,-0.8443279255020152
7.964,130.51,73,26.0,-0.5877852522924726,-0.8090169943749478
7.931,130.46,73,26.1,-0.637423989748689,-0.7705132427757898
7.791,130.46,80,26.2,-0.6845471059286876,-0.7289686274214124
7.974,130.27,80,26.3,-0.7289686274214103,-0.68454710592869
7.853,130.36,80,26.4,-0.7705132427757879,-0.6374239897486913
7.806,130.62,80,26.5,-0.8090169943749481,-0.5877852522924722
7.798,130.26,80,26.6,-0.8443279255020155,-0.535826794978996
7.741,130.31,80,26.7,-0.8763066800438638,-0.48175367410171493
7.974,130.56,80,26.8,-0.9048270524660196,-0.4257792915650726
7.819,130.39,80,26.9,-0.9297764858882513,-0.36812455268467825
7.653,130.28,80,27.0,-0.9510565162951534,-0.30901699437494806
8.038,130.35,80,27.1,-0.9685831611286309,-0.24868988716485577
7.852,130.34,90,27.2,-0.9822872507286884,-0.187381314585726
7.877,130.46,90,27.3,-0.9921147013144777,-0.12533323356430598
7.756,130.27,90,27.4,-0.9980267284282714,-0.06279051952931547
7.736,130.38,90,27.5,-1.0,-2.4499125789312946e-15
8.016,130.27,90,27.6,-0.9980267284282716,0.06279051952931412
7.816,130.2,90,27.7,-0.9921147013144778,0.12533323356430462
7.714,130.43,90,27.8,-0.9822872507286887,0.18738131458572466
7.871,130.18,90,27.9,-0.9685831611286312,0.24868988716485446
7.72,130.34,90,28.0,-0.9510565162951538,0.3090169943749468
7.833,130.49,90,28.1,-0.9297764858882518,0.368124552684677
7.848,130.45,100,28.2,-0.9048270524660201,0.4257792915650714
7.626,130.43,100,28.3,-0.8763066800438645,0.4817536741017137
8.006,130.38,100,28.4,-0.8443279255020162,0.5358267949789949
7.793,130.43,100,28.5,-0.8090169943749468,0.587785252292474
7.781,130.48,100,28.6,-0.7705132427757888,0.6374239897486903
7.902,130.17,100,28.7,-0.7289686274214113,0.684547105928689
7.766,130.39,100,28.8,-0.6845471059286886,0.7289686274214116
8.036,130.63,100,28.9,-0.63742398974869,0.770513242775789
4.893,130.27,100,29.0,-0.5877852522924737,0.809016994374947
1.597,136.04,100,29.1,-0.5358267949789975,0.8443279255020145
5.039,138.75,100,29.2,-0.48175367410171654,0.8763066800438629
6.185,139.48,73,29.3,-0.42577929156507427,0.9048270524660188
6.951,139.95,73,29.4,-0.36812455268468,0.9297764858882506
7.526,140.52,73,29.5,-0.3090169943749498,0.9510565162951528
7.471,140.48,73,29.6,-0.2486898871648541,0.9685831611286313
7.738,140.47,73,29.7,-0.1873813145857243,0.9822872507286887
7.617,140.83,73,29.8,-0.12533323356430426,0.9921147013144779
7.869,140.52,73,29.9,-0.06279051952931375,0.9980267284282716
7.684,140.83,73,30.0,-7.347880794884119e-16,1.0
7.878,140.77,73,30.1,0.06279051952931229,0.9980267284282717
7.684,140.6,73,30.2,0.12533323356430282,0.992114701314478
7.904,140.65,80,30.3,0.18738131458572285,0.982287250728689
7.671,140.56,80,30.4,0.24868988716485269,0.9685831611286316
7.849,140.48,80,30.5,0.3090169943749484,0.9510565162951533
7.628,140.67,80,30.6,0.3681245526846786,0.9297764858882511
7.885,140.52,80,30.7,0.42577929156507294,0.9048270524660194
7.665,140.51,80,30.8,0.4817536741017152,0.8763066800438636
7.925,140.44,80,30.9,0.5358267949789963,0.8443279255020153
7.691,140.57,80,31.0,0.5877852522924725,0.8090169943749479
7.902,140.41,80,31.1,0.6374239897486889,0.7705132427757899
7.637,140.63,80,31.2,0.6845471059286876,0.7289686274214126
7.846,140.44,90,31.3,0.7289686274214102,0.68454710592869
7.683,140.47,90,31.4,0.7705132427757878,0.6374239897486914
7.773,140.52,90,31.5,0.8090169943749459,0.5877852522924751
7.702,140.63,90,31.6,0.8443279255020154,0.5358267949789961
7.934,140.37,90,31.7,0.8763066800438637,0.48175367410171505
7.708,140.66,90,31.8,0.9048270524660195,0.4257792915650727
7.791,140.36,90,31.9,0.9297764858882512,0.36812455268467836
7.676,140.49,90,32.0,0.9510565162951533,0.3090169943749482
7.856,140.56,90,32.1,0.9685831611286309,0.2486898871648559
7.689,140.68,90,32.2,0.982287250728689,0.1873813145857226
7.739,140.6,100,32.3,0.9921147013144777,0.1253332335643061
7.921,140.69,100,32.4,0.9980267284282714,0.06279051952931558
7.839,140.34,100,32.5,1.0,-9.803364199544708e-16
7.876,140.76,100,32.6,0.9980267284282716,-0.062790519529314
7.768,140.31,100,32.7,0.9921147013144778,-0.1253332335643045
7.821,140.47,100,32.8,0.9822872507286894,-0.18738131458572105
7.775,140.51,100,32.9,0.9685831611286312,-0.24868988716485435
7.888,140.6,100,33.0,0.9510565162951539,-0.3090169943749467
7.756,140.48,100,33.1,0.9297764858882518,-0.36812455268467686
7.923,140.63,100,33.2,0.9048270524660187,-0.4257792915650745
7.75,140.54,100,33.3,0.8763066800438645,-0.4817536741017136
7.846,140.59,100,33.4,0.8443279255020163,-0.5358267949789948
7.779,140.46,100,33.5,0.809016994374949,-0.587785252292471
7.934,140.56,100,33.6,0.7705132427757888,-0.6374239897486902
7.721,140.37,100,33.7,0.7289686274214113,-0.6845471059286888
7.871,140.44,100,33.8,0.6845471059286914,-0.728968627421409
7.593,140.52,100,33.9,0.6374239897486901,-0.7705132427757889
7.909,140.43,100,34.0,0.5877852522924738,-0.8090169943749469
7.699,140.75,100,34.1,0.5358267949789977,-0.8443279255020144
7.931,140.59,100,34.2,0.4817536741017135,-0.8763066800438646
7.773,140.41,100,34.3,0.4257792915650744,-0.9048270524660187
7.968,140.6,73,34.4,0.3681245526846801,-0.9297764858882506
7.578,140.33,73,34.5,0.30901699437494656,-0.9510565162951539
7.934,140.57,73,34.6,0.24868988716485424,-0.9685831611286313
7.624,140.46,73,34.7,0.1873813145857244,-0.9822872507286887
7.97,140.29,73,34.8,0.12533323356430792,-0.9921147013144773
7.739,140.72,73,34.9,0.06279051952931387,-0.9980267284282716
7.928,140.39,73,35.0,8.572527594031472e-16,-1.0
7.691,140.48,73,35.1,-0.06279051952931217,-0.9980267284282717
7.801,140.49,73,35.2,-0.1253332335643062,-0.9921147013144775
7.703,140.51,73,35.3,-0.18738131458572274,-0.982287250728689
7.866,140.44,80,35.4,-0.24868988716485257,-0.9685831611286317
7.63,140.56,80,35.5,-0.3090169943749449,-0.9510565162951544
7.836,140.38,80,35.6,-0.3681245526846785,-0.9297764858882512
7.689,140.51,80,35.7,-0.4257792915650728,-0.9048270524660195
7.882,140.47,80,35.8,-0.481753674101712,-0.8763066800438654
7.72,140.56,80,35.9,-0.5358267949789962,-0.8443279255020154
7.795,140.49,80,36.0,-0.5877852522924725,-0.8090169943749479
7.638,140.6,80,36.1,-0.6374239897486887,-0.77051324277579
7.831,140.47,80,36.2,-0.6845471059286901,-0.7289686274214102
7.761,140.65,80,36.3,-0.7289686274214102,-0.6845471059286901
7.842,140.46,90,36.4,-0.7705132427757877,-0.6374239897486915
7.811,140.47,90,36.5,-0.8090169943749479,-0.5877852522924725
7.806,140.62,90,36.6,-0.8443279255020154,-0.5358267949789962
7.763,140.54,90,36.7,-0.8763066800438637,-0.4817536741017151
7.835,140.29,90,36.8,-0.9048270524660179,-0.42577929156507605
7.904,140.73,90,36.9,-0.9297764858882512,-0.3681245526846785
7.752,140.54,90,37.0,-0.9510565162951533,-0.3090169943749483
7.814,140.55,90,37.1,-0.9685831611286309,-0.24868988716485602
7.701,140.62,90,37.2,-0.982287250728689,-0.18738131458572274
7.973,140.52,90,37.3,-0.9921147013144775,-0.1253332335643062
7.774,140.44,100,37.4,-0.9980267284282714,-0.0627905195293157
7.858,140.66,100,37.5,-1.0,-2.6948419387607653e-15
7.795,140.36,100,37.6,-0.9980267284282716,0.06279051952931387
7.896,140.63,100,37.7,-0.9921147013144778,0.1253332335643044
7.661,140.44,100,37.8,-0.9822872507286894,0.18738131458572094
7.976,140.51,100,37.9,-0.9685831611286313,0.24868988716485424
7.629,140.52,100,38.0,-0.9510565162951539,0.30901699437494656
7.91,140.39,100,38.1,-0.9297764858882519,0.36812455268467675
7.806,140.39,100,38.2,-0.9048270524660187,0.4257792915650744
7.957,140.56,100,38.3,-0.8763066800438646,0.4817536741017135
7.736,140.28,100,38.4,-0.8443279255020163,0.5358267949789947
7.84,140.29,73,38.5,-0.8090169943749469,0.5877852522924738
7.653,140.59,73,38.6,-0.7705132427757889,0.6374239897486901
7.844,140.44,73,38.7,-0.7289686274214114,0.6845471059286887
7.669,140.46,73,38.8,-0.6845471059286914,0.7289686274214089
7.933,140.57,73,38.9,-0.6374239897486902,0.7705132427757888
10.76,140.44,73,39.0,-0.5877852522924739,0.8090169943749469
12.404,133.61,73,39.1,-0.5358267949789978,0.8443279255020144
10.521,132.47,73,39.2,-0.4817536741017136,0.8763066800438645
9.429,131.44,73,39.3,-0.4257792915650745,0.9048270524660187
8.75,131.14,73,39.4,-0.3681245526846802,0.9297764858882506
8.376,130.78,80,39.5,-0.30901699437495006,0.9510565162951528
8.199,130.59,80,39.6,-0.24868988716485435,0.9685831611286312
7.826,130.64,80,39.7,-0.18738131458572455,0.9822872507286887
8.139,130.67,80,39.8,-0.12533323356430803,0.9921147013144773
7.929,130.45,80,39.9,-0.062790519529314,0.9980267284282716
7.811,130.54,80,40.0,-9.797174393178826e-16,1.0
7.852,130.45,80,40.1,0.06279051952931204,0.9980267284282717
7.746,130.34,80,40.2,0.1253332335643061,0.9921147013144775
8.041,130.56,80,40.3,0.1873813145857226,0.982287250728689
7.884,130.59,80,40.4,0.24868988716485246,0.9685831611286317
7.773,130.57,90,40.5,0.3090169943749482,0.9510565162951533
7.911,130.33,90,40.6,0.36812455268467836,0.9297764858882512
7.777,130.46,90,40.7,0.4257792915650727,0.9048270524660195
8.012,130.61,90,40.8,0.4817536741017119,0.8763066800438655
7.905,130.45,90,40.9,0.5358267949789961,0.8443279255020154
7.646,130.63,90,41.0,0.5877852522924724,0.809016994374948
7.926,130.41,90,41.1,0.6374239897486886,0.7705132427757901
7.781,130.47,90,41.2,0.68454710592869,0.7289686274214102
7.944,130.57,90,41.3,0.7289686274214101,0.6845471059286902
7.846,130.43,90,41.4,0.7705132427757877,0.6374239897486916
7.647,130.56,100,41.5,0.8090169943749458,0.5877852522924754
8.033,130.44,100,41.6,0.8443279255020153,0.5358267949789963
7.854,130.45,100,41.7,0.8763066800438636,0.4817536741017152
7.815,130.67,100,41.8,0.9048270524660179,0.42577929156507616
7.846,130.39,100,41.9,0.9297764858882511,0.3681245526846786
7.727,130.38,100,42.0,0.9510565162951533,0.3090169943749484
8.079,130.43,100,42.1,0.9685831611286307,0.24868988716485613
7.866,130.52,100,42.2,0.982287250728689,0.18738131458572285
7.859,130.49,100,42.3,0.9921147013144775,0.12533323356430634
7.956,130.38,100,42.4,0.9980267284282714,0.06279051952931583
